x0000,y0000
0,-4.348754883e-06,
1,-4.348754883e-06,
2,-4.348754883e-06,
3,-4.348754883e-06,
4,-4.348754883e-06,
5,-4.348754883e-06,
6,-4.348754883e-06,
7,-4.348754883e-06,
8,-4.348754883e-06,
9,-4.348754883e-06,
10,-4.348754883e-06,
11,-4.348754883e-06,
12,-4.8828125e-06,
13,-4.8828125e-06,
14,-4.8828125e-06,
15,-4.8828125e-06,
16,-4.8828125e-06,
17,-4.8828125e-06,
18,-4.8828125e-06,
19,-4.8828125e-06,
20,-4.8828125e-06,
21,-4.8828125e-06,
22,-4.8828125e-06,
23,-4.8828125e-06,
24,-4.8828125e-06,
25,-6.217956543e-06,
26,-6.217956543e-06,
27,-6.217956543e-06,
28,-6.217956543e-06,
29,-6.217956543e-06,
30,-6.217956543e-06,
31,-6.217956543e-06,
32,-6.217956543e-06,
33,-6.217956543e-06,
34,-6.217956543e-06,
35,-6.217956543e-06,
36,-6.217956543e-06,
37,-6.217956543e-06,
38,-5.645751953e-06,
39,-5.645751953e-06,
40,-5.645751953e-06,
41,-5.645751953e-06,
42,-5.645751953e-06,
43,-5.645751953e-06,
44,-5.645751953e-06,
45,-5.645751953e-06,
46,-5.645751953e-06,
47,-5.645751953e-06,
48,-5.645751953e-06,
49,-5.645751953e-06,
50,-5.645751953e-06,
51,-7.629394531e-06,
52,-7.629394531e-06,
53,-7.629394531e-06,
54,-7.629394531e-06,
55,-7.629394531e-06,
56,-7.629394531e-06,
57,-7.629394531e-06,
58,-7.629394531e-06,
59,-7.629394531e-06,
60,-7.629394531e-06,
61,-7.629394531e-06,
62,-7.629394531e-06,
63,-7.629394531e-06,
64,-8.46862793e-06,
65,-8.46862793e-06,
66,-8.46862793e-06,
67,-8.46862793e-06,
68,-8.46862793e-06,
69,-8.46862793e-06,
70,-8.46862793e-06,
71,-8.46862793e-06,
72,-8.46862793e-06,
73,-8.46862793e-06,
74,-8.46862793e-06,
75,-8.46862793e-06,
76,-8.46862793e-06,
77,-8.46862793e-06,
78,-1.205444336e-05,
79,-1.205444336e-05,
80,-1.205444336e-05,
81,-1.205444336e-05,
82,-1.205444336e-05,
83,-1.205444336e-05,
84,-1.205444336e-05,
85,-1.205444336e-05,
86,-1.205444336e-05,
87,-1.205444336e-05,
88,-1.205444336e-05,
89,-1.205444336e-05,
90,-1.205444336e-05,
91,-1.430511475e-05,
92,-1.430511475e-05,
93,-1.430511475e-05,
94,-1.430511475e-05,
95,-1.430511475e-05,
96,-1.430511475e-05,
97,-1.430511475e-05,
98,-1.430511475e-05,
99,-1.430511475e-05,
100,-1.430511475e-05,
101,-1.430511475e-05,
102,-1.430511475e-05,
103,-1.430511475e-05,
104,-2.014160156e-05,
105,-2.014160156e-05,
106,-2.014160156e-05,
107,-2.014160156e-05,
108,-2.014160156e-05,
109,-2.014160156e-05,
110,-2.014160156e-05,
111,-2.014160156e-05,
112,-2.014160156e-05,
113,-2.014160156e-05,
114,-2.014160156e-05,
115,-2.014160156e-05,
116,-2.014160156e-05,
117,-1.964569092e-05,
118,-1.964569092e-05,
119,-1.964569092e-05,
120,-1.964569092e-05,
121,-1.964569092e-05,
122,-1.964569092e-05,
123,-1.964569092e-05,
124,-1.964569092e-05,
125,-1.964569092e-05,
126,-1.964569092e-05,
127,-1.964569092e-05,
128,-1.964569092e-05,
129,-1.964569092e-05,
130,-3.105163574e-05,
131,-3.105163574e-05,
132,-3.105163574e-05,
133,-3.105163574e-05,
134,-3.105163574e-05,
135,-3.105163574e-05,
136,-3.105163574e-05,
137,-3.105163574e-05,
138,-3.105163574e-05,
139,-3.105163574e-05,
140,-3.105163574e-05,
141,-3.105163574e-05,
142,-3.105163574e-05,
143,-4.638671875e-05,
144,-4.638671875e-05,
145,-4.638671875e-05,
146,-4.638671875e-05,
147,-4.638671875e-05,
148,-4.638671875e-05,
149,-4.638671875e-05,
150,-4.638671875e-05,
151,-4.638671875e-05,
152,-4.638671875e-05,
153,-4.638671875e-05,
154,-4.638671875e-05,
155,-4.638671875e-05,
156,-4.653930664e-05,
157,-4.653930664e-05,
158,-4.653930664e-05,
159,-4.653930664e-05,
160,-4.653930664e-05,
161,-4.653930664e-05,
162,-4.653930664e-05,
163,-4.653930664e-05,
164,-4.653930664e-05,
165,-4.653930664e-05,
166,-4.653930664e-05,
167,-4.653930664e-05,
168,-4.653930664e-05,
169,-8.460998535e-05,
170,-8.460998535e-05,
171,-8.460998535e-05,
172,-8.460998535e-05,
173,-8.460998535e-05,
174,-8.460998535e-05,
175,-8.460998535e-05,
176,-8.460998535e-05,
177,-8.460998535e-05,
178,-8.460998535e-05,
179,-8.460998535e-05,
180,-8.460998535e-05,
181,-8.460998535e-05,
182,-0.0001432037354,
183,-0.0001432037354,
184,-0.0001432037354,
185,-0.0001432037354,
186,-0.0001432037354,
187,-0.0001432037354,
188,-0.0001432037354,
189,-0.0001432037354,
190,-0.0001432037354,
191,-0.0001432037354,
192,-0.0001432037354,
193,-0.0001432037354,
194,-0.0001432037354,
195,-0.000150604248,
196,-0.000150604248,
197,-0.000150604248,
198,-0.000150604248,
199,-0.000150604248,
200,-0.000150604248,
201,-0.000150604248,
202,-0.000150604248,
203,-0.000150604248,
204,-0.000150604248,
205,-0.000150604248,
206,-0.000150604248,
207,-0.000150604248,
208,-0.0002143478394,
209,-0.0002143478394,
210,-0.0002143478394,
211,-0.0002143478394,
212,-0.0002143478394,
213,-0.0002143478394,
214,-0.0002143478394,
215,-0.0002143478394,
216,-0.0002143478394,
217,-0.0002143478394,
218,-0.0002143478394,
219,-0.0002143478394,
220,-0.0002143478394,
221,-0.0003120422363,
222,-0.0003120422363,
223,-0.0003120422363,
224,-0.0003120422363,
225,-0.0003120422363,
226,-0.0003120422363,
227,-0.0003120422363,
228,-0.0003120422363,
229,-0.0003120422363,
230,-0.0003120422363,
231,-0.0003120422363,
232,-0.0003120422363,
233,-0.0003120422363,
234,-0.0004465103149,
235,-0.0004465103149,
236,-0.0004465103149,
237,-0.0004465103149,
238,-0.0004465103149,
239,-0.0004465103149,
240,-0.0004465103149,
241,-0.0004465103149,
242,-0.0004465103149,
243,-0.0004465103149,
244,-0.0004465103149,
245,-0.0004465103149,
246,-0.0004465103149,
247,-0.0005248260498,
248,-0.0005248260498,
249,-0.0005248260498,
250,-0.0005248260498,
251,-0.0005248260498,
252,-0.0005248260498,
253,-0.0005248260498,
254,-0.0005248260498,
255,-0.0005248260498,
256,-0.0005248260498,
257,-0.0005248260498,
258,-0.0005248260498,
259,-0.0005248260498,
260,-0.0004578399658,
261,-0.0004578399658,
262,-0.0004578399658,
263,-0.0004578399658,
264,-0.0004578399658,
265,-0.0004578399658,
266,-0.0004578399658,
267,-0.0004578399658,
268,-0.0004578399658,
269,-0.0004578399658,
270,-0.0004578399658,
271,-0.0004578399658,
272,-0.0004578399658,
273,-0.0001267623901,
274,-0.0001267623901,
275,-0.0001267623901,
276,-0.0001267623901,
277,-0.0001267623901,
278,-0.0001267623901,
279,-0.0001267623901,
280,-0.0001267623901,
281,-0.0001267623901,
282,-0.0001267623901,
283,-0.0001267623901,
284,-0.0001267623901,
285,-0.0001267623901,
286,-9.590148926e-05,
287,-9.590148926e-05,
288,-9.590148926e-05,
289,-9.590148926e-05,
290,-9.590148926e-05,
291,-9.590148926e-05,
292,-9.590148926e-05,
293,-9.590148926e-05,
294,-9.590148926e-05,
295,-9.590148926e-05,
296,-9.590148926e-05,
297,-9.590148926e-05,
298,-9.590148926e-05,
299,-6.965637207e-05,
300,-6.965637207e-05,
301,-6.965637207e-05,
302,-6.965637207e-05,
303,-6.965637207e-05,
304,-6.965637207e-05,
305,-6.965637207e-05,
306,-6.965637207e-05,
307,-6.965637207e-05,
308,-6.965637207e-05,
309,-6.965637207e-05,
310,-6.965637207e-05,
311,-6.965637207e-05,
312,-0.0001970672607,
313,-0.0001970672607,
314,-0.0001970672607,
315,-0.0001970672607,
316,-0.0001970672607,
317,-0.0001970672607,
318,-0.0001970672607,
319,-0.0001970672607,
320,-0.0001970672607,
321,-0.0001970672607,
322,-0.0001970672607,
323,-0.0001970672607,
324,-0.0001970672607,
325,-0.0004249954224,
326,-0.0004249954224,
327,-0.0004249954224,
328,-0.0004249954224,
329,-0.0004249954224,
330,-0.0004249954224,
331,-0.0004249954224,
332,-0.0004249954224,
333,-0.0004249954224,
334,-0.0004249954224,
335,-0.0004249954224,
336,-0.0004249954224,
337,-0.0004249954224,
338,-0.0004393768311,
339,-0.0004393768311,
340,-0.0004393768311,
341,-0.0004393768311,
342,-0.0004393768311,
343,-0.0004393768311,
344,-0.0004393768311,
345,-0.0004393768311,
346,-0.0004393768311,
347,-0.0004393768311,
348,-0.0004393768311,
349,-0.0004393768311,
350,-0.0004393768311,
351,-0.0003357315063,
352,-0.0003357315063,
353,-0.0003357315063,
354,-0.0003357315063,
355,-0.0003357315063,
356,-0.0003357315063,
357,-0.0003357315063,
358,-0.0003357315063,
359,-0.0003357315063,
360,-0.0003357315063,
361,-0.0003357315063,
362,-0.0003357315063,
363,-0.0003357315063,
364,-0.0002248382568,
365,-0.0002248382568,
366,-0.0002248382568,
367,-0.0002248382568,
368,-0.0002248382568,
369,-0.0002248382568,
370,-0.0002248382568,
371,-0.0002248382568,
372,-0.0002248382568,
373,-0.0002248382568,
374,-0.0002248382568,
375,-0.0002248382568,
376,-0.0002248382568,
377,-0.0001309204102,
378,-0.0001309204102,
379,-0.0001309204102,
380,-0.0001309204102,
381,-0.0001309204102,
382,-0.0001309204102,
383,-0.0001309204102,
384,-0.0001309204102,
385,-0.0001309204102,
386,-0.0001309204102,
387,-0.0001309204102,
388,-0.0001309204102,
389,-0.0001309204102,
390,-0.000101776123,
391,-0.000101776123,
392,-0.000101776123,
393,-0.000101776123,
394,-0.000101776123,
395,-0.000101776123,
396,-0.000101776123,
397,-0.000101776123,
398,-0.000101776123,
399,-0.000101776123,
400,-0.000101776123,
401,-0.000101776123,
402,-0.000101776123,
403,-7.205963135e-05,
404,-7.205963135e-05,
405,-7.205963135e-05,
406,-7.205963135e-05,
407,-7.205963135e-05,
408,-7.205963135e-05,
409,-7.205963135e-05,
410,-7.205963135e-05,
411,-7.205963135e-05,
412,-7.205963135e-05,
413,-7.205963135e-05,
414,-7.205963135e-05,
415,-7.205963135e-05,
416,-5.20324707e-05,
417,-5.20324707e-05,
418,-5.20324707e-05,
419,-5.20324707e-05,
420,-5.20324707e-05,
421,-5.20324707e-05,
422,-5.20324707e-05,
423,-5.20324707e-05,
424,-5.20324707e-05,
425,-5.20324707e-05,
426,-5.20324707e-05,
427,-5.20324707e-05,
428,-5.20324707e-05,
429,-2.853393555e-05,
430,-2.853393555e-05,
431,-2.853393555e-05,
432,-2.853393555e-05,
433,-2.853393555e-05,
434,-2.853393555e-05,
435,-2.853393555e-05,
436,-2.853393555e-05,
437,-2.853393555e-05,
438,-2.853393555e-05,
439,-2.853393555e-05,
440,-2.853393555e-05,
441,-2.853393555e-05,
442,-2.990722656e-05,
443,-2.990722656e-05,
444,-2.990722656e-05,
445,-2.990722656e-05,
446,-2.990722656e-05,
447,-2.990722656e-05,
448,-2.990722656e-05,
449,-2.990722656e-05,
450,-2.990722656e-05,
451,-2.990722656e-05,
452,-2.990722656e-05,
453,-2.990722656e-05,
454,-2.990722656e-05,
455,-1.960754395e-05,
456,-1.960754395e-05,
457,-1.960754395e-05,
458,-1.960754395e-05,
459,-1.960754395e-05,
460,-1.960754395e-05,
461,-1.960754395e-05,
462,-1.960754395e-05,
463,-1.960754395e-05,
464,-1.960754395e-05,
465,-1.960754395e-05,
466,-1.960754395e-05,
467,-1.960754395e-05,
468,-2.506256104e-05,
469,-2.506256104e-05,
470,-2.506256104e-05,
471,-2.506256104e-05,
472,-2.506256104e-05,
473,-2.506256104e-05,
474,-2.506256104e-05,
475,-2.506256104e-05,
476,-2.506256104e-05,
477,-2.506256104e-05,
478,-2.506256104e-05,
479,-2.506256104e-05,
480,-2.506256104e-05,
481,-1.499176025e-05,
482,-1.499176025e-05,
483,-1.499176025e-05,
484,-1.499176025e-05,
485,-1.499176025e-05,
486,-1.499176025e-05,
487,-1.499176025e-05,
488,-1.499176025e-05,
489,-1.499176025e-05,
490,-1.499176025e-05,
491,-1.499176025e-05,
492,-1.499176025e-05,
493,-1.499176025e-05,
494,-2.662658691e-05,
495,-2.662658691e-05,
496,-2.662658691e-05,
497,-2.662658691e-05,
498,-2.662658691e-05,
499,-2.662658691e-05,
500,-2.662658691e-05,
501,-2.662658691e-05,
502,-2.662658691e-05,
503,-2.662658691e-05,
504,-2.662658691e-05,
505,-2.662658691e-05,
506,-2.662658691e-05,
507,-1.54876709e-05,
508,-1.54876709e-05,
509,-1.54876709e-05,
510,-1.54876709e-05,
511,-1.54876709e-05,
512,-1.54876709e-05,
513,-1.54876709e-05,
514,-1.54876709e-05,
515,-1.54876709e-05,
516,-1.54876709e-05,
517,-1.54876709e-05,
518,-1.54876709e-05,
519,-1.54876709e-05,
520,-8.544921875e-06,
521,-8.544921875e-06,
522,-8.544921875e-06,
523,-8.544921875e-06,
524,-8.544921875e-06,
525,-8.544921875e-06,
526,-8.544921875e-06,
527,-8.544921875e-06,
528,-8.544921875e-06,
529,-8.544921875e-06,
530,-8.544921875e-06,
531,-8.544921875e-06,
532,-8.544921875e-06,
533,-6.02722168e-06,
534,-6.02722168e-06,
535,-6.02722168e-06,
536,-6.02722168e-06,
537,-6.02722168e-06,
538,-6.02722168e-06,
539,-6.02722168e-06,
540,-6.02722168e-06,
541,-6.02722168e-06,
542,-6.02722168e-06,
543,-6.02722168e-06,
544,-6.02722168e-06,
545,-6.02722168e-06,
546,-6.332397461e-06,
547,-6.332397461e-06,
548,-6.332397461e-06,
549,-6.332397461e-06,
550,-6.332397461e-06,
551,-6.332397461e-06,
552,-6.332397461e-06,
553,-6.332397461e-06,
554,-6.332397461e-06,
555,-6.332397461e-06,
556,-6.332397461e-06,
557,-6.332397461e-06,
558,-6.332397461e-06,
559,-6.332397461e-06,
560,-4.425048828e-06,
561,-4.425048828e-06,
562,-4.425048828e-06,
563,-4.425048828e-06,
564,-4.425048828e-06,
565,-4.425048828e-06,
566,-4.425048828e-06,
567,-4.425048828e-06,
568,-4.425048828e-06,
569,-4.425048828e-06,
570,-4.425048828e-06,
571,-4.425048828e-06,
572,-4.425048828e-06,
573,-3.471374512e-06,
574,-3.471374512e-06,
575,-3.471374512e-06,
576,-3.471374512e-06,
577,-3.471374512e-06,
578,-3.471374512e-06,
579,-3.471374512e-06,
580,-3.471374512e-06,
581,-3.471374512e-06,
582,-3.471374512e-06,
583,-3.471374512e-06,
584,-3.471374512e-06,
585,-3.471374512e-06,
586,-3.814697266e-06,
587,-3.814697266e-06,
588,-3.814697266e-06,
589,-3.814697266e-06,
590,-3.814697266e-06,
591,-3.814697266e-06,
592,-3.814697266e-06,
593,-3.814697266e-06,
594,-3.814697266e-06,
595,-3.814697266e-06,
596,-3.814697266e-06,
597,-3.814697266e-06,
598,-3.814697266e-06,
599,-1.564025879e-06,
600,-1.564025879e-06,
601,-1.564025879e-06,
602,-1.564025879e-06,
603,-1.564025879e-06,
604,-1.564025879e-06,
605,-1.564025879e-06,
606,-1.564025879e-06,
607,-1.564025879e-06,
608,-1.564025879e-06,
609,-1.564025879e-06,
610,-1.564025879e-06,
611,-1.564025879e-06,
612,-2.021789551e-06,
613,-2.021789551e-06,
614,-2.021789551e-06,
615,-2.021789551e-06,
616,-2.021789551e-06,
617,-2.021789551e-06,
618,-2.021789551e-06,
619,-2.021789551e-06,
620,-2.021789551e-06,
621,-2.021789551e-06,
622,-2.021789551e-06,
623,-2.021789551e-06,
624,-2.021789551e-06,
625,-3.280639648e-06,
626,-3.280639648e-06,
627,-3.280639648e-06,
628,-3.280639648e-06,
629,-3.280639648e-06,
630,-3.280639648e-06,
631,-3.280639648e-06,
632,-3.280639648e-06,
633,-3.280639648e-06,
634,-3.280639648e-06,
635,-3.280639648e-06,
636,-3.280639648e-06,
637,-3.280639648e-06,
638,-3.01361084e-06,
639,-3.01361084e-06,
640,-3.01361084e-06,
641,-3.01361084e-06,
642,-3.01361084e-06,
643,-3.01361084e-06,
644,-3.01361084e-06,
645,-3.01361084e-06,
646,-3.01361084e-06,
647,-3.01361084e-06,
648,-3.01361084e-06,
649,-3.01361084e-06,
650,-3.01361084e-06,
651,-3.662109375e-06,
652,-3.662109375e-06,
653,-3.662109375e-06,
654,-3.662109375e-06,
655,-3.662109375e-06,
656,-3.662109375e-06,
657,-3.662109375e-06,
658,-3.662109375e-06,
659,-3.662109375e-06,
660,-3.662109375e-06,
661,-3.662109375e-06,
662,-3.662109375e-06,
663,-3.662109375e-06,
664,-2.098083496e-06,
665,-2.098083496e-06,
666,-2.098083496e-06,
667,-2.098083496e-06,
668,-2.098083496e-06,
669,-2.098083496e-06,
670,-2.098083496e-06,
671,-2.098083496e-06,
672,-2.098083496e-06,
673,-2.098083496e-06,
674,-2.098083496e-06,
675,-2.098083496e-06,
676,-2.098083496e-06,
677,-1.525878906e-06,
678,-1.525878906e-06,
679,-1.525878906e-06,
680,-1.525878906e-06,
681,-1.525878906e-06,
682,-1.525878906e-06,
683,-1.525878906e-06,
684,-1.525878906e-06,
685,-1.525878906e-06,
686,-1.525878906e-06,
687,-1.525878906e-06,
688,-1.525878906e-06,
689,-1.525878906e-06,
690,-1.983642578e-06,
691,-1.983642578e-06,
692,-1.983642578e-06,
693,-1.983642578e-06,
694,-1.983642578e-06,
695,-1.983642578e-06,
696,-1.983642578e-06,
697,-1.983642578e-06,
698,-1.983642578e-06,
699,-1.983642578e-06,
700,-1.983642578e-06,
701,-1.983642578e-06,
702,-1.983642578e-06,
703,-2.365112305e-06,
704,-2.365112305e-06,
705,-2.365112305e-06,
706,-2.365112305e-06,
707,-2.365112305e-06,
708,-2.365112305e-06,
709,-2.365112305e-06,
710,-2.365112305e-06,
711,-2.365112305e-06,
712,-2.365112305e-06,
713,-2.365112305e-06,
714,-2.365112305e-06,
715,-2.365112305e-06,
716,-2.365112305e-06,
717,-2.365112305e-06,
718,-2.365112305e-06,
719,-2.365112305e-06,
720,-2.365112305e-06,
721,-2.365112305e-06,
722,-2.365112305e-06,
723,-2.365112305e-06,
724,-2.365112305e-06,
725,-2.365112305e-06,
726,-2.365112305e-06,
727,-2.365112305e-06,
728,-2.365112305e-06,
729,-2.44140625e-06,
730,-2.44140625e-06,
731,-2.44140625e-06,
732,-2.44140625e-06,
733,-2.44140625e-06,
734,-2.44140625e-06,
735,-2.44140625e-06,
736,-2.44140625e-06,
737,-2.44140625e-06,
738,-2.44140625e-06,
739,-2.44140625e-06,
740,-2.44140625e-06,
741,-2.44140625e-06,
